OrderNum,OrderDate,OrderType,Customer ID,Product ID,Quantity
1107694,17-01-2021,Retail,2976,SP202,1
1107695,17-01-2021,Retail,1432,FT577,1
1107696,17-01-2021,Retail,2141,MW142,1
1107697,17-01-2021,Retail,1817,MW102,2
1107698,17-01-2021,Retail,1457,MW112,5
1107699,17-01-2021,Retail,1899,SP303,1
1107700,17-01-2021,Retail,2042,SP607,1
1107701,17-01-2021,Retail,3573,MW222,175
1107702,18-01-2021,Wholesale,2653,MW272,70
1107703,18-01-2021,Wholesale,1649,MW152,167
1107704,18-01-2021,Retail,3578,SP204,2
1107705,18-01-2021,Retail,1804,SP120,1
1107706,18-01-2021,Retail,3051,FT139,1
1107707,18-01-2021,Retail,3611,FT825,1
1107708,18-01-2021,Retail,1621,MW102,3
1107709,18-01-2021,Retail,2762,MW112,4
1107710,18-01-2021,Retail,2839,SP603,1
1107711,18-01-2021,Retail,2187,SP602,2
1107712,18-01-2021,Retail,3165,SP303,2
1107713,18-01-2021,Retail,3896,SP120,2
1107714,18-01-2021,Wholesale,3981,MW242,126
1107715,18-01-2021,Retail,3051,SP202,1
1107716,19-01-2021,Retail,1469,FT962,72
1107717,19-01-2021,Wholesale,1936,FT344,90
1107718,19-01-2021,Wholesale,4052,FT682,88
1107719,19-01-2021,Retail,2217,SP120,1
1107720,19-01-2021,Retail,3679,FT300,2
1107721,19-01-2021,Retail,2974,FT577,1
1107722,19-01-2021,Retail,2627,MW262,1
1107723,20-01-2021,Wholesale,2236,FT797,67
1107724,20-01-2021,Retail,1892,MW172,2
1107725,20-01-2021,Retail,1813,FT525,1
1107726,20-01-2021,Retail,2650,MW282,2
1107727,20-01-2021,Retail,3223,SP203,2
1107728,21-01-2021,Wholesale,1665,SP603,123
1107729,21-01-2021,Wholesale,2988,MW232,65
1107730,21-01-2021,Retail,1513,MW232,2
1107731,21-01-2021,Retail,3581,SP601,1
1107732,21-01-2021,Retail,2722,SP602,1
1107733,21-01-2021,Retail,2997,SP303,1
1107734,21-01-2021,Retail,2975,FT525,1
1107735,22-01-2021,Wholesale,3677,FT871,40
1107736,22-01-2021,Wholesale,2651,MW202,255
1107737,22-01-2021,Wholesale,3215,FT727,190
1107738,22-01-2021,Retail,4032,SP202,2
1107739,22-01-2021,Retail,1162,SP203,2
1107740,22-01-2021,Retail,2058,SP201,2
1107741,22-01-2021,Retail,3343,SP125,1
1107742,23-01-2021,Retail,2831,FT825,42
1107743,23-01-2021,Retail,3214,FT181,1
1107744,23-01-2021,Retail,2844,FT682,1
1107745,23-01-2021,Retail,2655,FT350,2
1107746,23-01-2021,Retail,3402,MW102,2
1107747,23-01-2021,Retail,2733,SP126,1
1107748,23-01-2021,Retail,2746,SP202,2
1107749,24-01-2021,Retail,2590,MW142,91
1107750,24-01-2021,Retail,3954,MW142,122
1107751,24-01-2021,Wholesale,3177,MW222,55
1107752,24-01-2021,Wholesale,2562,SP306,99
1107753,24-01-2021,Retail,4031,FT139,2
1107754,24-01-2021,Retail,3430,MW102,1
1107755,24-01-2021,Retail,1681,MW262,3
1107756,24-01-2021,Retail,3947,SP304,2
1107757,24-01-2021,Retail,1457,SP201,1
1107758,24-01-2021,Retail,3748,FT609,2
1107759,24-01-2021,Wholesale,2662,FT350,94
1107760,25-01-2021,Retail,2621,MW152,93
1107761,25-01-2021,Wholesale,2200,MW242,84
1107762,25-01-2021,Retail,2319,MW232,1
1107763,25-01-2021,Retail,1213,MW122,3
1107764,25-01-2021,Retail,3184,SP204,1
1107765,25-01-2021,Retail,3633,SP204,1
1107766,25-01-2021,Retail,1219,SP305,2
1107767,25-01-2021,Retail,3684,SP603,2
1107768,25-01-2021,Retail,1642,FT434,1
1107769,25-01-2021,Retail,1808,FT530,1
1107770,25-01-2021,Retail,2532,MW262,1
1107771,25-01-2021,Retail,2951,SP125,1
1107772,26-01-2021,Retail,1120,SP304,2
1107773,26-01-2021,Retail,3022,FT181,1
1107774,27-01-2021,Wholesale,3658,FT825,166
1107775,27-01-2021,Wholesale,1649,FT981,56
1107776,27-01-2021,Retail,2324,MW252,2
1107777,27-01-2021,Retail,1847,MW272,3
1107778,27-01-2021,Retail,3964,SP305,1
1107779,27-01-2021,Retail,2014,SP121,1
1107780,27-01-2021,Retail,3732,SP603,2
1107781,27-01-2021,Retail,3040,SP120,1
1107782,27-01-2021,Retail,1880,FT727,1
1107783,27-01-2021,Retail,3688,FT280,1
1107784,27-01-2021,Retail,2877,SP304,2
1107785,28-01-2021,Wholesale,1427,MW232,75
1107786,28-01-2021,Retail,3954,FT589,156
1107787,28-01-2021,Wholesale,2948,MW112,80
1107788,28-01-2021,Retail,1842,MW112,1
1107789,28-01-2021,Retail,1964,MW162,3
1107790,28-01-2021,Retail,3937,MW162,5
1107791,28-01-2021,Retail,3644,SP602,1
1107792,28-01-2021,Retail,1317,SP607,2
1107793,28-01-2021,Retail,1483,SP303,1
1107794,28-01-2021,Retail,1890,SP120,1
1107795,29-01-2021,Wholesale,1860,MW172,144
1107796,29-01-2021,Retail,1504,FT439,1
1107797,30-01-2021,Retail,1181,FT337,2
1107798,30-01-2021,Retail,2306,MW232,1
1107799,30-01-2021,Retail,2680,SP125,1
1107800,31-01-2021,Retail,1946,SP126,2
1107801,31-01-2021,Retail,1623,FT172,2
1107802,31-01-2021,Retail,2339,MW162,4
1107803,31-01-2021,Retail,1464,SP203,2
1107804,31-01-2021,Retail,1702,SP603,1
1107805,31-01-2021,Retail,2673,FT577,1
1107806,31-01-2021,Retail,3426,MW152,1
1107807,31-01-2021,Retail,3416,MW242,4
1107808,31-01-2021,Retail,2972,SP126,3
1107809,31-01-2021,Retail,1478,SP120,1
1107810,31-01-2021,Retail,3317,MW172,1
1107811,01-02-2021,Wholesale,1544,FT258,151
1107812,01-02-2021,Wholesale,1612,MW102,224
1107813,01-02-2021,Retail,1961,FT962,1
1107814,01-02-2021,Retail,1593,MW112,4
1107815,01-02-2021,Retail,3554,SP126,2
1107816,01-02-2021,Retail,4009,SP201,1
1107817,01-02-2021,Retail,3522,FT577,1
1107818,01-02-2021,Retail,1467,MW112,1
1107819,01-02-2021,Retail,2596,MW202,2
1107820,01-02-2021,Retail,1883,MW162,5
1107821,02-02-2021,Retail,3546,SP201,1
1107822,02-02-2021,Retail,1149,SP306,2
1107823,02-02-2021,Retail,2910,SP120,2
1107824,03-02-2021,Wholesale,3389,MW222,144
1107825,03-02-2021,Retail,3930,SP203,1
1107826,03-02-2021,Retail,4001,FT300,1
1107827,04-02-2021,Wholesale,1860,SP125,187
1107828,04-02-2021,Wholesale,4070,FT825,93
1107829,04-02-2021,Wholesale,2965,SP602,87
1107830,04-02-2021,Wholesale,1800,MW202,167
1107831,04-02-2021,Retail,1962,FT825,2
1107832,04-02-2021,Retail,1586,MW102,2
1107833,04-02-2021,Retail,1903,MW172,2
1107834,04-02-2021,Retail,1885,MW272,2
1107835,04-02-2021,Retail,2275,SP203,1
1107836,04-02-2021,Retail,3355,SP126,1
1107837,04-02-2021,Retail,1913,SP309,2
1107838,05-02-2021,Retail,1128,SP609,1
1107839,05-02-2021,Retail,1979,SP309,2
1107840,05-02-2021,Retail,3397,SP603,2
1107841,05-02-2021,Retail,2964,SP123,1
1107842,05-02-2021,Retail,2972,MW122,4
1107843,05-02-2021,Retail,1469,MW252,65
1107844,05-02-2021,Retail,3366,FT609,1
1107845,06-02-2021,Wholesale,1428,MW282,124
1107846,06-02-2021,Retail,4121,FT797,100
1107847,06-02-2021,Retail,3547,MW122,83
1107848,06-02-2021,Wholesale,3523,MW202,295
1107849,06-02-2021,Wholesale,2242,SP203,188
1107850,06-02-2021,Wholesale,3332,MW102,366
1107851,06-02-2021,Retail,2588,SP306,2
1107852,06-02-2021,Retail,2688,FT139,1
1107853,06-02-2021,Retail,1251,FT682,1
1107854,06-02-2021,Retail,3858,FT357,1
1107855,06-02-2021,Retail,2322,MW122,1
1107856,06-02-2021,Retail,3766,SP305,1
1107857,06-02-2021,Retail,1311,SP603,2
1107858,06-02-2021,Retail,2187,FT434,1
1107859,06-02-2021,Retail,3895,MW122,4
1107860,06-02-2021,Wholesale,1246,MW112,122
1107861,07-02-2021,Wholesale,3183,SP603,164
1107862,07-02-2021,Retail,1652,MW182,4
1107863,07-02-2021,Retail,3866,SP126,2
1107864,07-02-2021,Retail,2970,SP120,1
1107865,07-02-2021,Retail,3034,SP303,1
1107866,07-02-2021,Retail,3586,SP126,1
1107867,07-02-2021,Retail,1889,FT577,2
1107868,07-02-2021,Retail,1912,FT589,1
1107869,07-02-2021,Retail,3337,MW112,1
1107870,07-02-2021,Retail,1254,MW152,5
1107871,08-02-2021,Wholesale,2589,MW142,141
1107872,08-02-2021,Retail,2392,SP304,2
1107873,08-02-2021,Retail,2189,SP203,1
1107874,08-02-2021,Retail,1973,FT825,1
1107875,08-02-2021,Retail,3922,MW162,4
1107876,08-02-2021,Retail,1589,SP304,2
1107877,09-02-2021,Wholesale,1140,SP303,177
1107878,09-02-2021,Wholesale,2031,MW172,105
1107879,09-02-2021,Retail,1574,SP126,1
1107880,09-02-2021,Retail,2722,FT358,1
1107881,09-02-2021,Retail,1485,MW132,3
1107882,09-02-2021,Retail,1208,SP121,3
1107883,09-02-2021,Retail,2048,SP203,1
1107884,09-02-2021,Retail,4000,MW122,4
1107885,10-02-2021,Wholesale,1922,MW102,164
1107886,10-02-2021,Retail,2695,FT530,1
1107887,10-02-2021,Retail,3921,MW182,2
1107888,10-02-2021,Retail,3693,MW282,2
1107889,10-02-2021,Retail,2161,MW182,4
1107890,10-02-2021,Retail,1457,SP305,1
1107891,11-02-2021,Retail,1596,SP123,1
1107892,11-02-2021,Retail,2342,SP204,1
1107893,11-02-2021,Retail,1525,SP604,2
1107894,11-02-2021,Retail,2176,SP609,2
1107895,11-02-2021,Retail,1280,SP303,1
1107896,11-02-2021,Retail,2888,FT895,2
1107897,11-02-2021,Retail,3016,FT350,1
1107898,11-02-2021,Retail,3560,FT589,2
1107899,11-02-2021,Retail,2663,MW122,1
1107900,11-02-2021,Retail,1119,MW102,2
1107901,11-02-2021,Retail,1192,MW162,3
1107902,11-02-2021,Retail,3988,MW222,4
1107903,11-02-2021,Retail,1139,SP603,1
1107904,11-02-2021,Retail,2846,SP125,1
1107905,11-02-2021,Retail,2564,SP123,1
1107906,12-02-2021,Retail,3167,SP303,2
1107907,12-02-2021,Retail,4023,SP204,1
1107908,12-02-2021,Retail,2015,SP126,1
1107909,12-02-2021,Retail,3720,FT139,1
1107910,12-02-2021,Retail,2211,FT258,1
1107911,12-02-2021,Retail,1683,FT525,2
1107912,12-02-2021,Retail,1865,MW182,2
1107913,12-02-2021,Retail,3023,SP204,1
1107914,12-02-2021,Retail,3240,SP305,2
1107915,13-02-2021,Retail,4005,FT895,1
1107916,13-02-2021,Retail,3228,MW112,4
1107917,13-02-2021,Retail,2943,SP126,2
1107918,13-02-2021,Retail,3769,SP607,1
1107919,13-02-2021,Retail,1678,FT577,1
1107920,14-02-2021,Retail,2408,MW262,2
1107921,14-02-2021,Retail,3582,SP203,1
1107922,14-02-2021,Retail,1498,SP603,2
1107923,14-02-2021,Retail,1606,FT544,1
1107924,14-02-2021,Retail,3519,MW182,4
1107925,15-02-2021,Retail,1325,FT280,3
1107926,15-02-2021,Retail,3534,MW172,5
1107927,15-02-2021,Retail,1809,MW122,3
1107928,15-02-2021,Retail,2296,MW272,3
1107929,15-02-2021,Retail,2021,SP203,1
1107930,15-02-2021,Retail,2353,SP604,2
1107931,15-02-2021,Retail,2325,SP604,1
1107932,15-02-2021,Retail,2946,SP201,1
1107933,15-02-2021,Retail,1199,SP304,1
1107934,15-02-2021,Retail,1337,SP306,1
1107935,15-02-2021,Retail,2555,FT589,2
1107936,15-02-2021,Retail,3513,FT280,1
1107937,15-02-2021,Retail,1273,SP120,169
1107938,16-02-2021,Retail,3008,SP120,1
1107939,16-02-2021,Retail,2253,FT280,1
1107940,16-02-2021,Retail,3961,MW162,3
1107941,16-02-2021,Retail,2968,MW132,4
1107942,16-02-2021,Retail,3857,SP204,1
1107943,16-02-2021,Wholesale,1338,MW122,161
1107944,17-02-2021,Wholesale,2653,SP603,49
1107945,17-02-2021,Wholesale,3427,MW102,221
1107946,17-02-2021,Retail,1240,SP120,1
1107947,17-02-2021,Retail,1259,SP123,2
1107948,17-02-2021,Retail,2730,SP304,1
1107949,17-02-2021,Retail,3607,FT544,2
1107950,18-02-2021,Retail,2285,SP202,1
1107951,18-02-2021,Retail,1569,MW272,137
1107952,18-02-2021,Wholesale,2205,MW262,177
1107953,18-02-2021,Retail,3011,FT589,2
1107954,18-02-2021,Retail,1590,MW102,4
1107955,18-02-2021,Retail,2748,SP123,2
1107956,18-02-2021,Retail,3759,SP303,1
1107957,18-02-2021,Retail,3236,FT870,2
1107958,18-02-2021,Retail,2696,MW232,3
1107959,18-02-2021,Retail,2046,SP305,2
1107960,18-02-2021,Retail,3422,SP201,1
1107961,19-02-2021,Wholesale,4083,SP202,100
1107962,19-02-2021,Retail,1897,FT139,1
1107963,19-02-2021,Retail,3960,MW202,2
1107964,19-02-2021,Retail,1591,SP604,1
1107965,19-02-2021,Retail,2873,SP303,2
1107966,19-02-2021,Retail,3188,FT300,1
1107967,19-02-2021,Retail,2197,MW162,2
1107968,19-02-2021,Retail,3958,MW152,3
1107969,20-02-2021,Retail,2015,MW102,1
1107970,20-02-2021,Wholesale,2700,MW122,180
1107971,20-02-2021,Retail,2935,MW272,133
1107972,20-02-2021,Retail,3256,SP120,1
1107973,20-02-2021,Retail,3656,SP607,2
1107974,20-02-2021,Retail,3964,SP304,2
1107975,20-02-2021,Retail,1645,SP120,1
1107976,20-02-2021,Retail,1933,FT174,1
1107977,20-02-2021,Retail,2753,FT439,2
1107978,20-02-2021,Retail,3597,MW102,1
1107979,20-02-2021,Wholesale,1172,SP123,93
1107980,21-02-2021,Retail,1971,SP305,1
1107981,21-02-2021,Retail,1462,MW202,100
1107982,21-02-2021,Retail,3310,MW102,5
1107983,21-02-2021,Retail,3060,SP201,2
1107984,21-02-2021,Retail,3064,SP305,1
1107985,21-02-2021,Retail,1520,FT609,1
1107986,21-02-2021,Retail,3623,MW272,1
1107987,22-02-2021,Retail,1972,SP609,1
1107988,22-02-2021,Retail,3026,MW202,251
1107989,22-02-2021,Wholesale,2988,FT350,63
1107990,22-02-2021,Wholesale,1916,MW242,192
1107991,22-02-2021,Retail,2678,MW202,3
1107992,22-02-2021,Retail,2836,MW122,3
1107993,22-02-2021,Retail,1932,SP603,1
1107994,22-02-2021,Retail,3271,SP125,2
1107995,22-02-2021,Retail,1937,SP306,2
1107996,22-02-2021,Retail,1655,SP604,2
1107997,22-02-2021,Retail,1048,SP603,1
1107998,22-02-2021,Retail,1560,MW122,6
1107999,22-02-2021,Retail,2539,FT682,1
1108000,23-02-2021,Retail,2261,SP304,1
1108001,23-02-2021,Retail,2962,SP201,1
1108002,23-02-2021,Retail,1639,FT434,1
1108003,23-02-2021,Retail,4056,FT258,1
1108004,23-02-2021,Retail,1692,FT280,1
1108005,23-02-2021,Retail,3552,MW202,1
1108006,23-02-2021,Retail,2951,MW222,5
1108007,24-02-2021,Retail,1567,FT434,1
1108008,24-02-2021,Wholesale,2031,MW252,125
1108009,24-02-2021,Retail,1716,SP123,2
1108010,24-02-2021,Retail,1489,FT422,1
1108011,24-02-2021,Retail,1276,FT853,1
1108012,24-02-2021,Retail,3166,MW172,1
1108013,25-02-2021,Retail,1257,SP123,2
1108014,25-02-2021,Retail,2249,MW202,4
1108015,25-02-2021,Retail,1342,SP603,1
1108016,25-02-2021,Retail,3391,SP202,1
1108017,25-02-2021,Retail,1827,FT485,1
1108018,25-02-2021,Retail,1844,SP603,2
1108019,26-02-2021,Wholesale,3399,MW142,120
1108020,26-02-2021,Wholesale,1954,SP601,252
1108021,26-02-2021,Retail,3670,MW202,3
1108022,26-02-2021,Retail,1642,SP604,1
1108023,26-02-2021,Retail,3174,SP602,1
1108024,26-02-2021,Retail,1459,FT870,1
1108025,26-02-2021,Retail,3593,MW112,2
1108026,27-02-2021,Retail,4009,SP203,1
1108027,27-02-2021,Retail,1586,SP120,2
1108028,27-02-2021,Retail,2419,FT174,1
1108029,28-02-2021,Retail,1669,MW152,1
1108030,28-02-2021,Wholesale,3006,MW122,180
1108031,28-02-2021,Retail,3574,MW142,3
1108032,28-02-2021,Retail,3544,SP607,1
1108033,28-02-2021,Retail,4118,SP304,2
1108034,01-03-2021,Retail,1276,MW102,2
1108035,02-03-2021,Retail,1255,FT976,2
1108036,02-03-2021,Retail,4032,MW202,2
1108037,02-12-2021,Retail,2046,SP203,1
1108038,02-03-2021,Retail,4074,SP303,2
1108039,02-03-2021,Retail,4095,SP603,2
1108040,02-03-2021,Retail,2030,FT577,1
1108041,03-03-2021,Retail,3965,FT300,2
1108042,03-03-2021,Retail,2927,MW272,3
1108043,03-03-2021,Retail,3353,SP201,1
1108044,03-12-2021,Retail,2696,SP126,1
1108045,03-03-2021,Retail,1186,SP609,1
1108046,04-12-2021,Wholesale,2653,MW202,290
1108047,04-03-2021,Retail,3283,FT280,1
1108048,04-03-2021,Retail,2225,MW202,3
1108049,05-03-2021,Wholesale,1300,SP123,123
1108050,05-03-2021,Retail,4016,SP609,2
1108051,05-03-2021,Retail,3422,FT258,1
1108052,06-03-2021,Wholesale,3595,MW162,140
1108053,06-03-2021,Retail,3209,MW272,3
1108054,06-03-2021,Retail,1807,SP305,1
1108055,06-03-2021,Retail,1968,SP126,1
1108056,06-12-2021,Retail,3376,FT280,1
1108057,06-03-2021,Retail,1566,MW262,1
1108058,07-03-2021,Wholesale,2407,SP120,158
1108059,07-03-2021,Retail,1993,SP201,1
1108060,07-03-2021,Retail,2937,SP304,2
1108061,07-03-2021,Retail,3264,FT139,2
1108062,07-03-2021,Retail,2623,MW102,2
1108063,07-03-2021,Retail,1045,SP604,1
1108064,08-03-2021,Retail,1325,MW232,4
1108065,08-03-2021,Retail,2654,SP602,2
1108066,08-03-2021,Retail,2695,FT139,1
1108067,08-03-2021,Retail,3189,MW202,3
1108068,08-03-2021,Retail,3047,SP120,1
1108069,09-03-2021,Wholesale,2896,MW272,42
1108070,09-03-2021,Retail,1869,FT577,1
1108071,09-03-2021,Retail,1960,MW152,132
1108072,09-03-2021,Wholesale,1175,SP203,77
1108073,09-03-2021,Retail,1913,SP123,1
1108074,09-03-2021,Retail,2937,FT258,1
1108075,09-03-2021,Retail,2701,MW112,2
1108076,09-03-2021,Retail,1587,SP304,1
1108077,10-03-2021,Retail,3166,FT895,1
1108078,10-03-2021,Wholesale,1618,FT344,152
1108079,10-03-2021,Retail,4002,SP123,2
1108080,10-03-2021,Retail,3742,FT467,1
1108081,10-03-2021,Wholesale,3957,SP126,163
1108082,11-03-2021,Retail,3703,SP201,1
1108083,11-03-2021,Retail,3415,SP120,1
1108084,11-03-2021,Wholesale,3222,SP602,132
1108085,11-12-2021,Retail,4112,SP607,2
1108086,11-03-2021,Retail,3893,SP120,1
1108087,11-03-2021,Retail,3189,FT174,1
1108088,11-03-2021,Retail,3202,FT589,2
1108089,11-03-2021,Retail,1714,MW102,4
1108090,12-03-2021,Retail,1680,SP120,1
1108091,12-03-2021,Retail,3970,SP120,2
1108092,12-03-2021,Wholesale,2905,MW262,153
1108093,13-03-2021,Wholesale,2351,MW272,199
1108094,13-03-2021,Retail,2247,FT258,2
1108095,13-03-2021,Retail,2601,FT976,2
1108096,13-03-2021,Wholesale,2168,MW162,97
1108097,13-03-2021,Wholesale,2279,MW152,118
1108098,13-03-2021,Retail,1308,SP123,1
1108099,13-03-2021,Retail,2237,SP201,1
1108100,13-03-2021,Retail,3726,SP609,1
1108101,13-03-2021,Retail,1495,SP609,1
1108102,13-03-2021,Retail,3676,FT870,2
1108103,13-12-2021,Retail,2699,FT280,1
1108104,14-03-2021,Retail,2712,SP126,1
1108105,14-03-2021,Retail,2659,MW102,1
1108106,14-12-2021,Wholesale,2389,FT544,126
1108107,14-03-2021,Retail,3010,MW142,1
1108108,14-03-2021,Retail,2675,MW122,2
1108109,14-03-2021,Retail,4061,MW232,4
1108110,14-03-2021,Retail,4109,SP204,1
1108111,14-03-2021,Retail,2920,SP202,2
1108112,14-03-2021,Retail,3638,SP305,2
1108113,14-03-2021,Retail,3368,SP304,1
1108114,14-03-2021,Retail,1711,FT682,1
1108115,14-03-2021,Retail,2292,FT525,1
1108116,14-03-2021,Retail,1502,MW152,4
1108117,14-03-2021,Retail,4089,SP201,2
1108118,15-03-2021,Retail,2413,MW162,1
1108119,15-03-2021,Retail,1872,SP603,1
1108120,15-12-2021,Retail,1149,FT589,1
1108121,15-03-2021,Retail,3015,MW222,3
1108122,15-03-2021,Retail,3708,MW202,4
1108123,15-03-2021,Retail,1487,SP601,2
1108124,16-03-2021,Retail,4035,SP126,1
1108125,16-03-2021,Wholesale,2926,MW142,112
1108126,16-03-2021,Wholesale,3192,SP603,148
1108127,16-03-2021,Wholesale,1926,MW242,89
1108128,16-03-2021,Retail,4064,SP204,2
1108129,16-03-2021,Retail,2250,SP126,1
1108130,16-03-2021,Retail,1791,SP303,1
1108131,16-03-2021,Retail,1891,FT280,2
1108132,16-03-2021,Retail,3635,FT485,1
1108133,17-03-2021,Retail,1225,MW162,2
1108134,17-03-2021,Retail,3338,MW242,2
1108135,17-03-2021,Retail,2838,SP125,1
1108136,17-03-2021,Retail,2755,SP125,1
1108137,17-03-2021,Retail,1684,SP120,2
1108138,17-03-2021,Retail,2400,SP603,2
1108139,17-12-2021,Retail,3414,FT344,1
1108140,17-03-2021,Retail,1341,FT727,2
1108141,17-03-2021,Retail,1603,MW272,3
1108142,17-03-2021,Retail,3264,MW162,2
1108143,18-03-2021,Wholesale,3327,MW142,187
1108144,18-03-2021,Retail,1610,SP305,1
1108145,18-03-2021,Retail,2547,FT358,1
1108146,18-03-2021,Retail,3316,MW162,4
1108147,18-03-2021,Retail,3740,MW132,4
1108148,18-03-2021,Retail,1839,SP607,2
1108149,18-03-2021,Retail,2832,SP303,1
1108150,18-03-2021,Retail,4047,SP601,1
1108151,18-12-2021,Retail,3231,FT577,1
1108152,18-12-2021,Retail,1686,FT589,1
1108153,18-03-2021,Retail,3543,MW122,1
1108154,18-03-2021,Retail,3547,MW202,262
1108155,19-12-2021,Wholesale,2576,FT825,96
1108156,19-12-2021,Wholesale,1244,FT337,112
1108157,19-03-2021,Retail,3761,MW122,2
1108158,19-03-2021,Retail,1233,MW222,4
1108159,19-03-2021,Retail,1165,SP306,1
1108160,20-03-2021,Retail,1978,FT337,1
1108161,20-12-2021,Wholesale,2240,FT439,93
1108162,20-03-2021,Wholesale,4101,MW232,134
1108163,20-03-2021,Retail,3069,SP125,2
1108164,20-03-2021,Retail,2569,SP120,1
1108165,20-03-2021,Retail,2628,FT357,1
1108166,20-03-2021,Retail,3734,MW232,3
1108167,20-03-2021,Retail,1453,SP202,1
1108168,20-03-2021,Retail,1158,SP305,1
1108169,20-03-2021,Retail,1242,FT467,1
1108170,20-03-2021,Retail,2557,FT962,2
1108171,21-03-2021,Retail,2414,SP125,1
1108172,21-03-2021,Wholesale,2236,MW242,123
1108173,21-03-2021,Wholesale,2157,FT357,76
1108174,21-03-2021,Retail,2204,MW132,1
1108175,21-03-2021,Retail,1592,MW282,4
1108176,21-03-2021,Retail,2548,SP123,2
1108177,21-03-2021,Retail,2371,SP305,1
1108178,22-03-2021,Wholesale,3199,SP120,149
1108179,22-03-2021,Wholesale,2293,FT682,123
1108180,22-03-2021,Retail,3952,MW202,2
1108181,22-03-2021,Retail,2372,SP303,1
1108182,22-03-2021,Retail,3039,SP120,2
1108183,22-03-2021,Retail,2930,FT300,1
1108184,22-03-2021,Retail,3630,MW122,1
1108185,22-03-2021,Retail,2552,MW222,4
1108186,22-03-2021,Retail,3950,SP601,1
1108187,22-03-2021,Retail,1182,SP604,1
1108188,22-03-2021,Retail,3298,FT337,2
1108189,23-03-2021,Retail,1336,MW182,1
1108190,23-03-2021,Retail,1969,MW152,1
1108191,23-03-2021,Retail,4027,MW282,4
1108192,23-03-2021,Retail,2233,MW242,4
1108193,23-03-2021,Retail,3647,SP120,2
1108194,23-03-2021,Retail,2615,SP602,1
1108195,23-03-2021,Retail,1519,SP601,1
1108196,23-03-2021,Retail,2648,SP203,1
1108197,24-03-2021,Retail,1265,MW172,1
1108198,24-03-2021,Retail,1981,MW272,187
1108199,24-03-2021,Retail,1284,FT525,1
1108200,24-03-2021,Retail,4117,FT962,2
1108201,24-03-2021,Retail,3379,MW202,2
1108202,24-03-2021,Retail,2721,SP123,1
1108203,24-03-2021,Retail,1953,SP202,2
1108204,25-03-2021,Retail,3413,FT344,1
1108205,25-03-2021,Retail,4069,MW142,1
1108206,25-03-2021,Retail,2391,MW282,2
1108207,25-03-2021,Retail,3718,MW232,4
1108208,25-03-2021,Retail,2875,SP607,1
1108209,25-03-2021,Retail,1188,SP309,1
1108210,25-03-2021,Retail,2711,SP120,2
1108211,26-03-2021,Wholesale,3714,SP303,194
1108212,26-03-2021,Retail,3859,SP120,1
1108213,26-03-2021,Retail,3553,FT350,1
1108214,26-03-2021,Retail,1450,FT962,1
1108215,26-03-2021,Retail,1193,MW132,2
1108216,26-03-2021,Retail,3169,SP306,3
1108217,26-03-2021,Retail,2262,SP607,2
1108218,26-03-2021,Retail,2013,SP601,1
1108219,27-03-2021,Retail,3206,SP601,1
1108220,27-03-2021,Retail,2541,MW152,60
1108221,27-03-2021,Wholesale,1205,SP303,79
1108222,27-03-2021,Retail,3421,SP203,1
1108223,27-03-2021,Retail,3372,SP121,2
1108224,28-03-2021,Retail,3598,SP609,2
1108225,28-03-2021,Retail,2697,FT895,1
1108226,29-03-2021,Retail,1574,MW202,2
1108227,29-03-2021,Retail,2704,SP126,1
1108228,29-03-2021,Retail,3316,SP304,2
1108229,29-03-2021,Retail,4098,FT300,2
1108230,29-03-2021,Retail,2190,MW142,2
1108231,29-03-2021,Retail,3587,MW112,4
1108232,29-03-2021,Retail,1701,SP603,1
1108233,29-03-2021,Retail,1801,SP303,2
1108234,29-03-2021,Retail,2842,SP601,2
1108235,29-03-2021,Retail,1709,SP201,2
1108236,30-03-2021,Wholesale,3707,MW162,89
1108237,30-03-2021,Wholesale,3383,MW122,152
1108238,30-03-2021,Retail,3028,SP303,1
1108239,30-03-2021,Retail,3073,FT644,1
1108240,30-03-2021,Retail,1614,FT577,1
1108241,30-03-2021,Retail,2955,MW172,4
1108242,30-03-2021,Retail,1891,SP607,2
1108243,30-03-2021,Retail,2268,SP601,1
1108244,31-03-2021,Wholesale,3672,SP609,88
1108245,31-03-2021,Retail,2922,FT577,1
1108246,31-03-2021,Retail,1831,MW182,1
1108247,31-03-2021,Retail,2415,MW222,1
1108248,31-03-2021,Retail,4033,MW162,4
1108249,31-03-2021,Retail,3345,MW222,4
1108250,31-03-2021,Retail,2057,SP123,1
1108251,01-04-2021,Wholesale,3863,MW132,57
1108252,01-04-2021,Retail,1716,SP123,2
1108253,01-04-2021,Retail,1269,SP305,2
1108254,01-04-2021,Retail,2844,SP603,2
1108255,01-04-2021,Retail,2658,SP123,1
1108256,02-04-2021,Retail,3644,FT358,1
1108257,02-04-2021,Retail,1141,FT525,1
1108258,02-04-2021,Retail,2401,SP120,2
1108259,03-04-2021,Retail,3896,SP203,1
1108260,03-04-2021,Retail,1567,SP201,1
1108261,03-04-2021,Retail,3572,SP203,2
1108262,03-04-2021,Retail,1203,MW122,2
1108263,04-04-2021,Retail,1820,FT870,1
1108264,04-04-2021,Wholesale,4052,SP126,176
1108265,04-04-2021,Retail,3967,MW162,4
1108266,04-04-2021,Retail,2506,SP201,1
1108267,04-04-2021,Retail,2401,SP123,2
